id,dataset,split,answer_type,gold,prompt_id,prompt_style,model_id,raw_generation,ts,pred,gold_norm,correct
chal-883,svamp,test,numeric,8,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,8,1775120183.82371,8.0,8.0,True
gsm8k_test_000190,gsm8k,test,numeric,360,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,108,1775120183.855606,108.0,360.0,False
chal-272,svamp,test,numeric,5,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,5,1775120183.872448,5.0,5.0,True
aqua_rat_test_000236,aqua_rat,test,multiple_choice,C,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,A)8,1775120183.905876,NONE,C,False
gsm8k_test_000970,gsm8k,test,numeric,33,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,20,1775120183.9302065,20.0,33.0,False
chal-339,svamp,test,numeric,3,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,3 days,1775120183.9545343,3.0,3.0,True
gsm8k_test_000923,gsm8k,test,numeric,2,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,9,1775120183.9724355,9.0,2.0,False
aqua_rat_test_000112,aqua_rat,test,multiple_choice,C,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B) 30,1775120184.0204542,NONE,C,False
chal-94,svamp,test,numeric,1,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,3,1775120184.0373,3.0,1.0,False
chal-170,svamp,test,numeric,58,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,58,1775120184.0617282,58.0,58.0,True
chal-983,svamp,test,numeric,1396,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"The total number of people in the school is the sum of the number of girls, boys, and teachers:

\[ \text{Total} = \text{Number of Girls} + \text{Number of Boys} + \text{Number of Teachers} \]

\[ \text{Total} = 315 + 309 + 772 \]

\[ \text{Total} = 1396 \]

So, there are **1396** people in the school.",1775120184.8759475,1396.0,1396.0,True
gsm8k_test_000002,gsm8k,test,numeric,70000,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To calculate Josh's profit from flipping the house:

1. First, determine the total cost of buying the house and making repairs.
   - Cost of the house: $80,000
   - Repairs: $50,000
   - Total initial investment: $80,000 + $50,000 = $130,000

2. Calculate the increase in value due to the renovations.
   - Increase in value: 150% of original price
   - Original price: $80,000
   - Increase amount: 150/100 * $80,000 = $120,000

3. Add the increase in value to the total initial investment to find the total profit.
   - Profit: $120,000 (increase) + $130,000 (initial investment) = $250,000

Therefore, Josh made a profit of $250,000 from flipping the house.",1775120186.6573205,250000.0,70000.0,False
chal-774,svamp,test,numeric,121,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,121,1775120186.6892297,121.0,121.0,True
gsm8k_test_000562,gsm8k,test,numeric,82,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To solve this problem, we need to calculate the total change in elevation due to the movement of the sun over the given time period.

1. **Initial Angle**: The initial angle between the ground and the sun (at the start) is 32 degrees.
2. **Rate of Change**: The sun rises at a rate of 5 degrees per hour.
3. **Time Passed**: The sun has been rising for 10 hours.

Now, let's compute the total change in elevation:

\[ \text{Total Change} = \text{Rate of Change} \times \text{Time Passed} \]
\[ \text{Total Change} = 5^\circ/\text{hour} \times 10 \text{ hours} \]
\[ \text{Total Change} = 50^\circ \]

So, after 10 hours, the sun will have risen by 50 degrees above the ground. 

Therefore, the final answer is \( 50 \) degrees.",1775120188.2841225,50.0,82.0,False
aqua_rat_test_000090,aqua_rat,test,multiple_choice,B,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,D)1,1775120188.3171422,NONE,B,False
chal-388,svamp,test,numeric,3,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,3,1775120188.3339202,3.0,3.0,True
gsm8k_test_000382,gsm8k,test,numeric,350,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To find the total number of pesos Axel and Anna have together, we need to calculate the amount each person has and then sum them up.

First, let's determine how much money Anna has:

1. **Silver pesos**: Anna has twice as many silver pesos as Axel.
   - Axel has 50 silver pesos.
   - Therefore, Anna has \(2 \times 50 = 100\) silver pesos.

2. **Gold pesos**: Anna has 40 more gold pesos than Axel.
   - Axel has 80 gold pesos.
   - Therefore, Anna has \(80 + 40 = 120\) gold pesos.

Next, we add up all their pesos:

- **Total silver pesos**:
  - Axel: 50
  - Anna: 100
  - Total: \(50 + 100 = 150\)

- **Total gold pesos**:
  - Axel: 80
  - Anna: 120
  - Total: \(80 + 120 = 200\)

Finally, we sum the total amounts of both types of pesos:

\[150 (silver) + 200 (gold) = 350\]

Therefore, the total number of pesos they have together is **350**.",1775120190.5045576,350.0,350.0,True
gsm8k_test_000578,gsm8k,test,numeric,48,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To solve this problem, we need to follow the steps given in the question:

1. Start with the initial value of the number train, which is 20.
2. Add half of the current value to it.
3. Divide the result from step 2 by 5.
4. Multiply the result from step 3 by the original starting value (which is 20).

Let's go through these steps one by one.

Step 1: The starting value is 20.

Step 2: Add half of the current value to it.
\[ \text{New Value} = 20 + \frac{20}{2} = 20 + 10 = 30 \]

Step 3: Divide the new value by 5.
\[ \text{Result after division} = \frac{30}{5} = 6 \]

Step 4: Multiply the result from step 3 by the original starting value.
\[ \text{Final Value} = 6 \times 20 = 120 \]

Therefore, the final value of the number train is **120**.",1775120192.3200073,120.0,48.0,False
aqua_rat_test_000036,aqua_rat,test,multiple_choice,D,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,C) Rs. 787.50,1775120192.415248,NONE,D,False
aqua_rat_test_000087,aqua_rat,test,multiple_choice,B,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B) 41,1775120192.4633152,NONE,B,False
aqua_rat_test_000097,aqua_rat,test,multiple_choice,E,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B) Rs 500,1775120192.5279872,NONE,E,False
gsm8k_test_000640,gsm8k,test,numeric,"43,500",zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To calculate the total cost of Bill's new truck, we need to add up all the individual costs:

1. Base price of the truck: $30,000
2. King cab upgrade: $7,500
3. Towing package (not specified as extra cost): We'll assume it's included or not applicable for this calculation.
4. Leather seats: One-third the cost of the king cab upgrade = $7,500 / 3 = $2,500
5. Running boards: $500 less than the leather seats = $2,500 - $500 = $2,000
6. Upgraded exterior light package: $1,500

Now, let's sum these values:

Total cost = Base price + King cab upgrade + Leather seats + Running boards + Exterior light package
Total cost = $30,000 + $7,500 + $2,500 + $2,000 + $1,500
Total cost = $43,500

Therefore, the total cost of Bill's new truck is **$43,500**.",1775120194.48901,43500.0,43500.0,True
chal-873,svamp,test,numeric,9,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To solve this problem, we need to determine how many marbles Doug has first.

Given:
- Ed initially had 30 more marbles than Doug.
- After losing 21 marbles, Ed ended up with 91 marbles.

Let's denote the number of marbles Doug originally had as \( D \).

From the information given, we can set up the following equation based on the relationship between Ed's initial and final marble count:

\[ E_{\text{initial}} = D + 30 \]
\[ E_{\text{final}} = E_{\text{initial}} - 21 \]

We know that after losing 21 marbles, Ed had 91 marbles left:

\[ E_{\text{final}} = 91 \]

Substituting \( E_{\text{initial}} \) into the equation for \( E_{\text{final}} \):

\[ 91 = (D + 30) - 21 \]

Solving for \( D \):

\[ 91 = D + 89 \]
\[ D = 91 - 89 \]
\[ D = 2 \]

So, Doug originally had 2 marbles.

Now, let's find out how many more marbles Ed had than Doug:

\[ \text{Difference} = E_{\text{initial}} - D \]
\[ \text{Difference} = (D + 30) - D \]
\[ \text{Difference} = 30 \]

Therefore, Ed had 30 more marbles than Doug initially.",1775120197.0501943,30.0,9.0,False
aqua_rat_test_000079,aqua_rat,test,multiple_choice,D,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B) 40%,1775120197.1072676,NONE,D,False
aqua_rat_test_000208,aqua_rat,test,multiple_choice,E,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,E) 960,1775120197.1623347,NONE,E,False
aqua_rat_test_000094,aqua_rat,test,multiple_choice,A,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B) 30,1775120197.210723,NONE,A,False
gsm8k_test_001215,gsm8k,test,numeric,36,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To determine how far off Tim's guess was, we need to follow these steps:

1. **Calculate the volume of the jar**:
   - The jar is a cube with side length \( s = 6 \) inches.
   - Volume of the jar \( V_{\text{jar}} = s^3 = 6^3 = 216 \) cubic inches.

2. **Determine the effective volume available for jelly beans after accounting for packing inefficiency**:
   - Given an efficiency of 80%, the actual volume occupied by jelly beans is \( 0.8 \times V_{\text{jar}} = 0.8 \times 216 = 172.8 \) cubic inches.

3. **Estimate the total number of jelly beans**:
   - Each jelly bean occupies \( 0.15 \) cubic inches.
   - Total number of jelly beans \( N = \frac{V_{\text{effective}}}{0.15} = \frac{172.8}{0.15} = 1152 \).

4. **Calculate the expected number of red jelly beans**:
   - Given that 30% of the jelly beans are red, the expected number of red jelly beans \( N_{\text{red}} = 0.3 \times 1152 = 345.6 \).

5. **Compare Tim's estimate to the true number of red jelly beans**:
   - Tim's estimated number of red jelly beans is 300.
   - True number of red jelly beans is 900.

The difference between Tim's estimate and the true number is:
\[ |300 - 900| = 600 \]

Therefore, Tim's guess was 600 units away from the true number of red jelly beans.",1775120200.2523022,600.0,36.0,False
aqua_rat_test_000202,aqua_rat,test,multiple_choice,B,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,A)2400,1775120200.310793,NONE,B,False
gsm8k_test_000192,gsm8k,test,numeric,91,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To solve this problem, we need to follow these steps:

1. Calculate the net change in the number of trees each year.
2. Determine how many trees there will be after 10 years without considering the death rate.
3. Adjust for the fact that 30% of the trees die after 10 years.

Step 1: Net change per year
- Trees planted: +10
- Trees chopped down: -2
Net change = +10 - 2 = +8 trees per year

Step 2: Number of trees after 10 years (without death)
Initial number of trees = 50
Number of trees added over 10 years = 10 * 10 = 100
Total number of trees before any deaths = 50 + 100 = 150

Step 3: Adjust for tree deaths
After 10 years, 30% of the trees die.
Percentage of trees remaining = 100% - 30% = 70%
Remaining trees = 150 * 0.70 = 105

Final answer: Tom has 105 trees left after 10 years.",1775120202.2879858,10.0,91.0,False
gsm8k_test_000479,gsm8k,test,numeric,15400,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"The total cost of the trip is $69,000.",1775120202.4112682,69000.0,15400.0,False
aqua_rat_test_000189,aqua_rat,test,multiple_choice,B,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B) 7.5,1775120202.4667225,NONE,B,False
gsm8k_test_000852,gsm8k,test,numeric,123,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To calculate the total cost with the discount applied:

- Cost of one basket of green food = $25
- Cost of one basket of red food = $18
- Discount per basket of red food = $2

First, calculate the total cost without any discounts:
\[ \text{Total cost} = (\text{Cost of green food}) + (3 \times \text{Cost of red food}) \]
\[ \text{Total cost} = \$25 + (3 \times \$18) \]
\[ \text{Total cost} = \$25 + \$54 \]
\[ \text{Total cost} = \$79 \]

Next, apply the $2 discount for each basket of red food:
\[ \text{Discounted cost per basket of red food} = \$18 - \$2 = \$16 \]
\[ \text{Total discounted cost for red food} = 3 \times \$16 \]
\[ \text{Total discounted cost for red food} = \$48 \]

Finally, subtract the total discounted cost from the original total cost:
\[ \text{Final total cost} = \$79 - \$48 \]
\[ \text{Final total cost} = \$31 \]

Therefore, the final amount you will have to pay is **$31**.",1775120204.6138036,31.0,123.0,False
gsm8k_test_000770,gsm8k,test,numeric,4,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,10,1775120204.6401424,10.0,4.0,False
aqua_rat_test_000049,aqua_rat,test,multiple_choice,B,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B) 42.86%,1775120204.7183793,NONE,B,False
aqua_rat_test_000070,aqua_rat,test,multiple_choice,C,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,C)25%,1775120204.7663732,NONE,C,False
gsm8k_test_000367,gsm8k,test,numeric,19,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,14,1775120204.7918482,14.0,19.0,False
gsm8k_test_000480,gsm8k,test,numeric,11,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,19,1775120204.8162072,19.0,11.0,False
chal-506,svamp,test,numeric,57,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To find out how many more visitors visited the Buckingham Palace on the given day compared to the previous two days combined, we need to follow these steps:

1. **Sum up the number of visitors from the previous two days**:
   - Visitors on the previous day: 191
   - Visitors on the day before that: 457
   
   Sum = 191 + 457 = 648

2. **Subtract this sum from the number of visitors on the current day**:
   - Visitors on the current day: 705
   
   Difference = 705 - 648 = 57

Therefore, the Buckingham Palace received 57 more visitors on the given day compared to the total number of visitors over the previous two days.",1775120206.0992007,57.0,57.0,True
chal-675,svamp,test,numeric,17,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,37 inches,1775120206.131063,37.0,17.0,False
aqua_rat_test_000095,aqua_rat,test,multiple_choice,A,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B) 12,1775120206.179406,NONE,A,False
gsm8k_test_000185,gsm8k,test,numeric,30,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,40,1775120206.2037642,40.0,30.0,False
gsm8k_test_001308,gsm8k,test,numeric,30,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,20,1775120206.228064,20.0,30.0,False
aqua_rat_test_000157,aqua_rat,test,multiple_choice,D,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,The correct answer is A) -23.5.,1775120206.3284945,A,D,False
chal-731,svamp,test,numeric,6,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,7,1775120206.345386,7.0,6.0,False
chal-947,svamp,test,numeric,14,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,-20,1775120206.3772798,-20.0,14.0,False
chal-832,svamp,test,numeric,574664,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,1573064,1775120206.4393404,1573064.0,574664.0,False
gsm8k_test_000846,gsm8k,test,numeric,11,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To determine how many groups can perform in the concert, we need to calculate the total time required for one complete cycle of setup (getting on stage), performance, exiting stage, and intermission.

Here's the breakdown:

- Setup time: 2 minutes
- Performance time: 6 minutes
- Exit time: 2 minutes
- Intermission time: 10 minutes

Total time per cycle = Setup + Performance + Exit + Intermission
= 2 + 6 + 2 + 10
= 20 minutes

The concert duration is 2 hours, which is equivalent to 120 minutes.

Now, we divide the total concert duration by the time per cycle to find out how many cycles fit into the concert length:

Number of groups = Total concert duration / Time per cycle
= 120 minutes / 20 minutes
= 6

Therefore, Vicki can have **6 groups** performing in the concert.",1775120207.959725,6.0,11.0,False
aqua_rat_test_000057,aqua_rat,test,multiple_choice,D,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,The correct answer is A) 1%.,1775120208.037699,A,D,False
aqua_rat_test_000039,aqua_rat,test,multiple_choice,A,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,E) 452,1775120208.0937421,NONE,A,False
chal-465,svamp,test,numeric,9,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,Jake has 5 peaches.,1775120208.1557422,5.0,9.0,False
gsm8k_test_001115,gsm8k,test,numeric,5,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,"To determine the cost of each book, we can follow these steps:

1. **Initial Budget**: Anna started with $16.
2. **Spent Amount**: She has already spent $4.
3. **Remaining Budget**: After spending $4, she has $2 left.

First, calculate the total amount spent on the two books:
\[ \text{Total spent} = \$4 \]

Next, subtract this from her remaining budget to find out how much was spent on the books:
\[ \text{Amount spent on books} = \$2 - \$0 = \$2 \]

Since Anna bought 2 books at the same price, divide the total amount spent on books by 2 to find the cost per book:
\[ \text{Cost per book} = \frac{\$2}{2} = \$1 \]

Therefore, each book costs \( \$1 \).",1775120209.5452013,1.0,5.0,False
gsm8k_test_000068,gsm8k,test,numeric,36,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,15,1775120209.5697393,15.0,36.0,False
chal-965,svamp,test,numeric,2,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,6,1775120209.5865316,6.0,2.0,False
chal-568,svamp,test,numeric,1,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,She put in 1 cup of flour.,1775120209.6635654,1.0,1.0,True
chal-553,svamp,test,numeric,8,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,8,1775120209.6803415,8.0,8.0,True
chal-204,svamp,test,numeric,127,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,31,1775120209.7054849,31.0,127.0,False
gsm8k_test_001091,gsm8k,test,numeric,1000,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,10000,1775120209.7523844,10000.0,1000.0,False
aqua_rat_test_000164,aqua_rat,test,multiple_choice,C,zero_shot_v1,zero_shot,Qwen/Qwen2.5-1.5B-Instruct,B),1775120209.7775462,NONE,C,False
