id,dataset,split,answer_type,gold,prompt_id,prompt_style,model_id,raw_generation,ts,pred,gold_norm,correct
chal-31,svamp,test,numeric,5,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : T iff any was co lect ing ca hn s . On mon day she had 7 ba igs . The ne xt day she fo ond 1 2 more ba igs . How many more ba igs did she find on the ne xt day than she had on mon day ? G ive the fin all ▁ans we er .,1775126825.3935428,2.0,5.0,False
aqua_rat_test_000113,aqua_rat,test,multiple_choice,D,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : a qu a _ rat ▁<> Answ er : ▁<> mult ip le _ choice ▁<> Question : ▁<> A ▁<> point ▁<> on ▁<> the ▁<> edge ▁<> of ▁<> a ▁<> fan ▁<> that ▁<> is ▁<> rot ating ▁<> in ▁<> a ▁<> plane ▁<> 1 0 ▁<> cent im et ers ▁<> from ▁<> the ▁<> cent re ▁<> of ▁<> the ▁<> fan ▁<> 3 0 ▁<> seconds ▁<> after ▁<> 3 0 ▁<> re vol utions ▁<> per ▁<> minute ▁<> is ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent im et res ▁<> by ▁<> the ▁<> distance ▁<> tra vel ed ▁<> in ▁<> cent,1775126827.9905648,A,D,False
gsm8k_test_001212,gsm8k,test,numeric,150,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : 1 0 0 0 0 num bers in the range from ▁ 0 to ▁ 1 0 0 0 0 . # ## User Data : 1 0 0 0 0 num bers in the range from ▁ 0 to ▁ 1 0 0 0 0 . # ## User Data : 1 0 0 0 0 num bers in the range from ▁ 0 to ▁ 1 0 0 0 0 . # ## User Data : 1 0 0 0 0 num bers in the range from ▁ 0 to ▁ 1 0 0 0 0 . # ## User Data : 1 0 0 0 0 num bers in the range from ▁ 0 to ▁ 1 0 0 0 0 . # ## User Data : 1 0 0 0 0 num bers in the range from ▁ 0 to ▁ 1 0 0 0 0 . # ## User Data : 1 0 0 0 0 num bers in the range from ▁ 0 to ▁ 1 0 0 0 0 . # ## User Data : 1,1775126830.581677,1.0,150.0,False
gsm8k_test_000272,gsm8k,test,numeric,5,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : A woman go es sh opping . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She,1775126833.1693528,inf,5.0,False
chal-258,svamp,test,numeric,1,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : The ass ist ant is a help ful ass ist ant that so vl es math and re as on ing pr ob le ms . # ## User Data : The user is a help ful ass ist ant that so vl es math and re as on ing pr ob le ms . # ## User Data : The user is a help ful ass ist ant that so vl es math and re as on ing pr ob le ms . # ## User Data : The user is a help ful ass ist ant that so vl es math and re as on ing pr ob le ms . # ## User Data : The user is a help ful ass ist ant that so vl es math and re as on ing pr ob le ms . # ## User Data : The user is a help ful ass ist ant that so vl es math and re as on ing pr,1775126835.7558892,inf,1.0,False
chal-591,svamp,test,numeric,93899,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : The ass ist ant is a human who is a prof essional in the field of educ ation . # ## Ass ist ant Data : The ass ist ant is a human who is a prof essional in the field of educ ation . # ## Ass ist ant Data : The ass ist ant is a human who is a prof essional in the field of educ ation . # ## Ass ist ant Data : The ass ist ant is a human who is a prof essional in the field of educ ation . # ## Ass ist ant Data : The ass ist ant is a human who is a prof essional in the field of educ ation . # ## Ass ist ant Data : The ass ist ant is a human who is a prof essional in the field of educ ation . # ## Ass ist,1775126838.3413167,inf,93899.0,False
aqua_rat_test_000064,aqua_rat,test,multiple_choice,D,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,"You are a help ful ass ist ant th at so vl ves math and re as on ing pr ob le ms . # ## User Data set : a qu a _ rat An s we : mult ip le _ ch oice Qu est ion : A my is or gan iz ing her book sh el ves and fin ds that she has 1 0 di iff er nt ty pes of books . She th en co des ea ach book with ei ht een si ing les and pa ired ▁<> le tt ers . If ea ach ty pe of book is un ique ly re pr es ent ed by ▁<> le tt ers , wh at is the ▁<> small est ▁<> num ber ▁<> of ▁<> le tt ers ▁<> that ▁<> A my ▁<> will ▁<> need ▁<> to ▁<> create ▁<> for ▁<> all ▁<> 1 0 ▁<> ty pes ▁<> of ▁<> books ? ▁<> ( Ass ume ▁<> the ▁<> ord ering ▁<> of ▁<> le tt ers ▁<> in ▁<> a ▁<> pa ired ▁<> do es ▁<> not ▁<> m atter .) ▁<> Options : ▁<>",1775126840.955408,A,D,False
gsm8k_test_000510,gsm8k,test,numeric,525,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : A list of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the,1775126843.5509942,inf,525.0,False
aqua_rat_test_000230,aqua_rat,test,multiple_choice,D,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,You are a help ful ass ist ant th at so vl es math and re as n in . # ## Math Pro blem : The number of people who are in the United K ing dom is 1 . 2 3 . How many people are in the United K ing dom if the number of people who are in the United K ing dom is 1 . 2 3 ? Options : A ) 1 . 2 3 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0 0 . 0 0,1775126846.1475794,A,D,False
chal-164,svamp,test,numeric,5,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,"Data : sv amp An s wered : ▁ 1 4 , ▁ 6 , ▁ 3 , ▁ 1 , ▁ 0 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1 , ▁ 1",1775126848.725327,1.0,5.0,False
gsm8k_test_000134,gsm8k,test,numeric,720,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1775126851.3017588,0.0,720.0,False
chal-518,svamp,test,numeric,4,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in the English language . # ## Ass ist ant Data : 1 0 0 0 0 words in,1775126853.888063,0.0,4.0,False
gsm8k_test_000410,gsm8k,test,numeric,3,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : 1 . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1775126856.488257,0.0,3.0,False
aqua_rat_test_000243,aqua_rat,test,multiple_choice,D,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,"Data : a qu a _ rat ▁<> Answ er : ▁<> mult ip le _ choice ▁<> Question : ▁<> If ▁<> m ▁<> > ▁<> 0 , ▁<> y ▁<> > ▁<> 0 , ▁<> and ▁<> x ▁<> is ▁<> m ▁<> per ce ent ▁<> of ▁<> 4 y , ▁<> then , ▁<> in ▁<> ter ms ▁<> of ▁<> y , ▁<> m ▁<> is ▁<> what ▁<> per ce ent ▁<> of ▁<> x ? ▁<> Options : ▁<> A ) ▁<> y / 4 0 0 ▁<> B ) ▁<> 4 y ▁<> C ) ▁<> 5 0 y ▁<> D ) ▁<> 2 5 0 0 / y ▁<> E ) ▁<> 5 0 0 0 / y ▁<> G ive ▁<> the ▁<> final ▁<> answer ▁<> only . ▁<> # ##",1775126857.9368443,E,D,False
chal-883,svamp,test,numeric,8,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : sv amp Answ er : num er ic Question : All an br ou ght 3 ball oo ns and 2 0 bal ls to the park . How ma ny ball oo bs did All an and J ake ha ve in the park ? G ive the fin al an sw er on ly . # ## Ass ist ant Data : sv amp Answ er : num er ic Question : All an br ou ght 3 ball oo bs and 2 0 bal ls to the park . How ma ny ball oo bs did All an and J ake ha ve in the park ? G ive the fin al an sw er on ly . # ## Ass ist ant Data : sv amp Answ er : num er ic Question : All an br ou ght 3 ball oo bs and 2 0 bal ls to the park . How ma ny ball oo bs did All an and J,1775126860.5173762,0.0,8.0,False
gsm8k_test_000190,gsm8k,test,numeric,360,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,System : The ass ist ant is a help ful ass ist ant that so vl es math and re as on ing pr ob le ms . # ## User : John co le l ct s pe ach es for 3 ho urs . He can co le l ct 2 pe ach es a min ute . How ma ▁ny pe ach es do es he co le l ct ? G ive the fin al an w ser on ly . # ## Ass ist ant : The ass ist ant is a help ful ass ist ant that so vl es math and re as on ing pr ob le ms . # ## User : John co le l ct s pe ach es for 3 ho urs . He can co le l ct 2 pe ach es a min ute . How ma ▁ny pe ach es do es he co le l ct ? G ive the fin al an w ser on ly . # ##,1775126863.09904,2.0,360.0,False
chal-272,svamp,test,numeric,5,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : 1 . 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1775126865.6857352,0.0,5.0,False
aqua_rat_test_000236,aqua_rat,test,multiple_choice,C,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,"You are a help ful ass ist ant th at so vl es math and re as on ing pr ob le ms . # ## User Data set : a qu a _ rat An sw er ty pe : mult ip le _ ch oice Qu est ion : A bag co ont ains 1 1 can dy ba ars : th re co ast $ 1 ea ach , fo our co ast $ 2 ea ach . How ma any ways can 3 can dy ba ars be se le ect d fr on the 1 1 can dy ba ars so th at the total co ast is more th an $ 4 ? Options : A ) 8 B ) 2 8 C ) 4 6 D ) 6 6 E ) 7 0 G ive the fin al an sw er on ly . # ## Ass ist ant You are a help ful ass ist ant th at so vl es math and re as on ing pr ob",1775126868.2757435,E,C,False
gsm8k_test_000970,gsm8k,test,numeric,33,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,"Data : Z e ke ' s base ball team has 1 3 pl ay ers . If Car lt on ' s te am has 1 3 pl ay ers , how many pl ay ers are th here in both te ams com bin ed ? G ive the final an sw er on ly . # ## Ass ist ant Data : Z e ke ' s base ball team has 1 3 pl ay ers . If Car lt on ' s te am has 1 3 pl ay ers , how many pl ay ers are th here in both te ams com bin ed ? G ive the final an sw er on ly . # ## Ass ist ant Data : Z e ke ' s base ball team has 1 3 pl ay ers . If Car lt on ' s te am has 1 3 pl ay ers , how many pl ay ers are th here in both te ams com bin ed ? G ive",1775126870.856359,3.0,33.0,False
chal-339,svamp,test,numeric,3,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks . The ass ist ant has a number of tasks,1775126873.443296,inf,3.0,False
gsm8k_test_000923,gsm8k,test,numeric,2,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1,1775126876.0414217,1.0,2.0,False
aqua_rat_test_000112,aqua_rat,test,multiple_choice,C,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,You are a help ful ass ist ant th at so vl es math and re as on ing pr ob le ms . # ## User Data set : a qu a _ rat An s we :,1775126876.5971613,NONE,C,False
chal-94,svamp,test,numeric,1,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,You are a help ful ass ist ant th at so vl ves math and re as n in .,1775126876.900334,inf,1.0,False
chal-170,svamp,test,numeric,58,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,You are a help ful ass ist ant th at so vl ves math and re as on ing pr ob le ms . # ## User Data set : sv amp An sw er ty pe : num er ic Qu est ion : A gr oc ery st ore had 6 7 bo tt les of reg ul ar so da and 9 bo tt les of di et so da . How ma ny more bo tt les of reg ul ar so da th an di et so da did th ay ha e ? G ive the fin al an sw er on ly . # ## Ass ist ant You are a help ful ass ist ant th ay so vl ve math and re as on ing pr ob le ms . # ## User Data set : sv amp An sw er ty pe : num er ic Qu est ion : A gr oc ery st ore had 6 7 bo tt les of reg ul ar,1775126879.4829636,7.0,58.0,False
chal-983,svamp,test,numeric,1396,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,You are a help ful ass ist ant th ats so vl ves math and re as on ing pr ob le ms . # ## User Data set : sv amp An sw er ty pe : num er ic Qu est ion : In a sc ho ol th are are 3 1 5 g ir ls and 3 0 9 bo ys . The re are al so 7 7 2 te ach ers How ma any pe op le are th are in th at sc ho ol ? G ive the fin al an sw er on ly . # ## Ass ist ant You are a help ful ass ist ant th ats so vl ves math and re as on ing pr ob le ms . # ## User Data set : sv amp An sw er ty pe : num er ic Qu est ion : In a sc ho ol th are are 3 1 5 g ir ls and 3 0 9 bo ys . The re,1775126882.0615802,9.0,1396.0,False
gsm8k_test_000002,gsm8k,test,numeric,70000,zero_shot_v1,zero_shot,openlm-research/open_llama_3b_v2,Data : 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1775126884.651584,0.0,70000.0,False
