id,dataset,split,answer_type,gold,prompt_id,prompt_style,model_id,raw_generation,ts,pred,gold_norm,correct
chal-31,svamp,test,numeric,5,cot_v1,cot,openlm-research/open_llama_3b_v2,Data : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers : S ol vers,1775128909.572266,inf,5.0,False
aqua_rat_test_000113,aqua_rat,test,multiple_choice,D,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : a qu a _ rat An s we : mult ip le _ ch io e Qu es it on : A point on the ed ge of a fan bl ade th ats is ro ta ing in a pl ane 1 0 ce nt im et ers fr on the ce nt er of the fan . What is the dis ta nce tr av eled , in ce nt im et ers , by th i point af te 3 0 se con uds wh an the fan ru ▁ns at the ra e of 3 0 0 re vol ut ions per min ut es ? Options : A ) 7 5 0 pi B ) 1 5 0 0 pi C ) 1 8 7 5 pi D ) 3 0 0 0 pi E ) 7 5 0 0 pi S olve st ep - by - st ep , th en gi ▁ve the fin all an sw er on a new line start ing with : An s we : # ##",1775128912.1741922,E,D,False
gsm8k_test_001212,gsm8k,test,numeric,150,cot_v1,cot,openlm-research/open_llama_3b_v2,Data : 1 0 0 0 0 words in the English language . # ## Pro blem : The ass ist ant has to find the word that is the clos est to the word “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “ “,1775128914.7703173,0.0,150.0,False
gsm8k_test_000272,gsm8k,test,numeric,5,cot_v1,cot,openlm-research/open_llama_3b_v2,Data : A woman go es sh opping . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She bu ys a pair of sh oes . She,1775128917.3558924,inf,5.0,False
chal-258,svamp,test,numeric,1,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : sv amp An sw er : # ## User : Ma ury is a ca fe . The re ci pe cal ls for 1 1 cu ps of su ar ▁and 9 cu ups of fl our . She al ready put in 1 2 cu ups of fl our . How many more cu ups of fl our do es she ne eed to add ? S olve st ep - by - st ep , th en gi ve the fin al an w ser on a new line start ing with : An sw er : # ## User : Ma ury is a ca fe . The re ci pe cal ls for 1 1 cu ups of su ar ▁and 9 cu ups of fl our . She al ready put in 1 2 cu ups of fl our . How many more cu ups of fl our do es she ne eed to add ?",1775128919.941168,2.0,1.0,False
chal-591,svamp,test,numeric,93899,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data : The ass ist ant is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He is a you ng , care ful , ass ist ant . He",1775128922.5285468,inf,93899.0,False
aqua_rat_test_000064,aqua_rat,test,multiple_choice,D,cot_v1,cot,openlm-research/open_llama_3b_v2,"You are a care ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## User Data : a qu a _ rat An s we : mult ip le _ ch oo e Qu est ion : A my is or gan iz in her book sh el ves and fin ds that she has 1 0 di iff er nt ty pes of books . She th en co des ea ach book with ei ht een si ing l le let ter or pa ire of two di iff er nt le tt ers . If ea ach ty pe of book is un ique ly re pr es ent eed by ei ht een si ing l le let ter or pa ire of le tt ers , wh at is the small est num ber of le tt ers ? ( Ass ume the ord er of le tt ers in a pa ire do es not",1775128925.1487806,A,D,False
gsm8k_test_000510,gsm8k,test,numeric,525,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data : A list of the words that are used in the English language . # ## Pro blem : G iven a list of words that are used in the English language , find the number of words that are used in the English language . # ## S olution : # ##",1775128926.123228,inf,525.0,False
aqua_rat_test_000230,aqua_rat,test,multiple_choice,D,cot_v1,cot,openlm-research/open_llama_3b_v2,"You are a ca re ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## System You are a ca re ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## User You are a ca re ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## Data set : a qu a _ rat An s wered : Yes , I w ould re rent D VD s for $ 2 . 0 0 ea ach . How ever , if you pur ch ase a me mber sh ip for $ 7 . 0 0 per mon th , you can re rent D VD s for $ 2 . 0 0 ea ach . What is the min im un am ou nt of D VD s you w ou ild ha ave to",1775128928.7250166,D,D,True
chal-164,svamp,test,numeric,5,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : sv amp An sw er : num er ic Qu est ion : St ev en has 1 4 pe ach es . J ake has 6 fe wer pe ach es th an St ev en and 3 more pe ach es th an J ill . How ma ny pe ach es do es J ill ha ve ? S ol ve st ep - by - st ep , th en gi ve the fin al an sw er on a new line st art ing with : An sw er : # ## User Data set : sv amp An sw er : num er ic Qu est ion : St ev en has 1 4 pe ach es . J ake has 6 fe wer pe ach es th an St ev en and 3 more pe ach es th an J ill . How ma ny pe ach es do es J ill ha ve ? S ol ve st ep - by - st ep , th en gi ve",1775128931.309809,3.0,5.0,False
gsm8k_test_000134,gsm8k,test,numeric,720,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : gs m 8 k An s we : num er ic Qu es it on : Tom ge ets 4 car wa hes a month . If ea ach car wa hes a mon th . How mu ch do es he pay in a year ? S olve st ep - by - st ep , th en gi ve the fin al an sw er on a new line start ing with : An s we : # ## Pro blem : S olve st ep - by - st ep , th en gi ve the fin al an sw er on a new line start ing with : An s we : # ## S olution : S olve st ep - by - st ep , th en gi ve the fin al an sw er on a new line start ing with : An s we : # ## S olution : S olve st ep - by - st ep , th en gi ve the fin",1775128933.8897665,4.0,720.0,False
chal-518,svamp,test,numeric,4,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : sv amp An sw er : num er ic Qu est ion : J ess ie we igh s 1 1 4 ki ol gr ams . After she st art ed to go jo j ing every day she lo es 5 0 ki ol gr ams in the first we ek and 6 0 ki ol gr ams in the se ond we ek . How mu ch do es she we igh now ? S ol ve st ep - by - st ep , th en gi ve the fin al an sw er on a new line st art ing with : An sw er : # ## System You are a ca re ful ass ist ant . Th ink st ep - by - st ep to sol ve the pro bl em . # ## User Data set : sv amp An sw er : num er ic Qu est ion : J ess ie we igh s 1 1 4 ki ol gr ams . After she",1775128936.477693,4.0,4.0,True
gsm8k_test_000410,gsm8k,test,numeric,3,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data : gs m 8 k Answ er : num er ic Question : Sal ly we ant to the se ash ore for va at ation . Her par ents ga ue her $ 1 0 to buy wh ate ver she wa ant . At the tr ink et sh op , ta aff y was on sa ale for "" Buy 1 po ound at $ 3 , get 1 po ound 1 / 2 off ."" She sc oop ed up 2 po und s . She al so bo ug ht a mix ed bag of se ash el ls for $ 1 . 5 0 and 4 ma gn ets th at we re $ 0 . 2 5 ea ach . How mu ch mon ey do es Sal ly ha ave le ft ? S ol ve st ep - by - st ep , th en gi ve the fin al an sw er on a new line start ing with : An sw",1775128939.0792115,5.0,3.0,False
aqua_rat_test_000243,aqua_rat,test,multiple_choice,D,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : a qu a _ rat An s we : mult ip le _ choice Qu es it on : If m > 0 , y > 0 , and x is m per ce ent of 4 y , th en , in ter ms of y , m is wh a per ce ent of x ? Options : A ) y / 4 0 0 B ) 4 y C ) 5 0 y D ) 2 5 0 0 / y E ) 5 0 0 0 / y S olve st ep - by - st ep , th en gi ve the fin al an sw er on a new line st art ing with : An s we : # ## System You are a ca re ful ass ist ant . Th ink st ep - by - st ep to sol ve the pro bl em . # ## User Data : a qu a _ rat An s we : mult ip le _ choice Qu es it on : If m",1775128941.6666036,E,D,False
chal-883,svamp,test,numeric,8,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : sv amp An sw er : num er ic Qu est ion : All an br ou ght 3 ball oo ns and 2 0 bal ls to the park . How ma ny ball oo ons did All an and J ake ha ve in the park ? S ol ve st ep - by - st ep , th en gi ve the fin al an sw er on a new line st art ing with : An sw er : # ## System You are a ca re ful ass ist ant . Th ink st ep - by - st ep to sol ve the pro bl em . # ## User Data set : sv amp An sw er : num er ic Qu est ion : All an br ou ght 3 ball oo ons and 2 0 bal ls to the park . How ma ny ball oo ons did All an and J ake ha ve in the park ? S ol ve",1775128944.2506938,0.0,8.0,False
gsm8k_test_000190,gsm8k,test,numeric,360,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : gs m 8 k An sw er : num er ic Qu est ion : Jo hn co le l ct s pe ach es for 3 ho urs . He can co le l ct 2 pe ach es a min ute . How ma ny pe ach es do es he co le l ct ? S ol ve st ep - by - st ep , th en gi ve the fin al an sw er on a new line start ing with : An sw er : # ## System You are a care ful ass ist ant . Th ink st ep - by - st ep to sol ve the pro bl em . # ## User Data set : gs m 8 k An sw er : num er ic Qu est ion : Jo hn co le l ct s pe ach es for 3 ho urs . He can co le l ct 2 pe ach es a min ute . How ma ny pe ach es do es",1775128946.8301342,2.0,360.0,False
chal-272,svamp,test,numeric,5,cot_v1,cot,openlm-research/open_llama_3b_v2,Data : S amp el : 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1775128949.417291,0.0,5.0,False
aqua_rat_test_000236,aqua_rat,test,multiple_choice,C,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : a qu a _ rat An sw er ty pe : mult ip le _ choice Qu est ion : A bag co ont ains 1 1 can dy ba ars : th re co asts $ 1 ea ach , fo our co asts $ 2 ea ach . How ma any ways can 3 can dy ba ars be se le ect ed fr on the 1 1 can dy ba ars so th at the total co ast is more than $ 4 ? Options : A ) 8 B ) 2 8 C ) 4 6 D ) 6 6 E ) 7 0 S ol ve st ep - by - st ep , th en gi ve the fin al an sw er on a new line st art ing with : An sw er : # ## System You are a care ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## User Data",1775128952.0144703,E,C,False
gsm8k_test_000970,gsm8k,test,numeric,33,cot_v1,cot,openlm-research/open_llama_3b_v2,Data set : gs m 8 k An s we : 1 3 . 0,1775128952.2091248,0.0,33.0,False
chal-339,svamp,test,numeric,3,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : sv amp An sw er : # ## User : S ol ve : st ep - by - st ep , th en g ive : the final an sw er : on a new line : start ing : with : An sw er : # ## Ass ist ant : S ol ve : st ep - by - st ep , th en g ive : the final an sw er : on a new line : start ing : with : An sw er : # ## User : S ol ve : st ep - by - st ep , th en g ive : the final an sw er : on a new line : start ing : with : An sw er : # ## Ass ist ant : S ol ve : st ep - by - st ep , th en g ive : the final an sw er : on a new line : start ing : with : An sw er : # ## User : S ol ve : st",1775128954.7947986,inf,3.0,False
gsm8k_test_000923,gsm8k,test,numeric,2,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data : gs m 8 k Answ er : num er ic Question : La una is br ew ing cu ps of te a for her fr ien ds . She has 2 7 cu ps , and she div id es the se in ▁<>",1775128955.504731,7.0,2.0,False
aqua_rat_test_000112,aqua_rat,test,multiple_choice,C,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : a qu a _ rat An s we : mult ip le _ choice Qu es it on : D ur ring one se as on , a te enn is te am w on 2 0 mat che es and lo ost 3 0 % of the ir mat che es . What was the num ber of mat che es th at the te am lo ost ? Options : A ) 7 0 B ) 3 0 C ) 3 D ) 7 E ) 5 S olve st ep - by - st pe , th en gi ve the fin al an sw er on a new line st art ing with : An s we : # ## System You are a ca re ful ass ist ant . Th ink st ep - by - st pe to s olve the pro bl em . # ## User Data set : a qu a _ rat An s we : mult ip le _ choice Qu es it on : D ur ring one",1775128958.0933683,D,C,False
chal-94,svamp,test,numeric,1,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : sv amp An sw er : num er ic Qu est ion : P aco had 1 7 co ok ies . He ate 1 4 co ok ies and ga ve 1 3 of th em to his fr ie end . How ma ny more co ok ies did he e at th an th ose he ga ve to his fr ie end ? S ol ve st ep - by - st ep , th en gi ve the fin al an sw er on a new line st art ing with : An sw er : # ## System You are a ca re ful ass ist ant . Th ink st ep - by - st ep to sol ve the pro bl em . # ## User Data set : sv amp An sw er : num er ic Qu est ion : P aco had 1 7 co ok ies . He ate 1 4 co ok ies and ga ve 1 3 of",1775128960.6797004,3.0,1.0,False
chal-170,svamp,test,numeric,58,cot_v1,cot,openlm-research/open_llama_3b_v2,Data set : sv amp An sw er : # ## User : A gr oc ery st ore had 6 7 bo att les of reg ul ar so da and 9 bo att les of di et so da . How ma any more bo att les of reg ul ar so da th an di et so da did th ay ha e ? < jupyter _ code > import ▁numpy ▁as ▁np <0x0A> import ▁pand as ▁as ▁pd <0x0A> import ▁mat plotlib . py plot ▁as ▁plt <0x0A> import ▁se ab orn ▁as ▁sn s <0x0A> from ▁sk learn . model _ selection ▁import ▁train _ test _ split <0x0A> from ▁sk learn . pre processing ▁import ▁Standard Scal er <0x0A> from ▁sk learn . linear _ model ▁import ▁Log istic Reg ression <0x0A> from ▁sk learn . metrics ▁import ▁accuracy _ score <0x0A> from ▁sk learn . metrics ▁import ▁confusion _ matrix <0x0A> from ▁sk learn . metrics ▁import ▁classification _ report <0x0A> from ▁sk learn . metrics ▁import ▁ro c _ cur ve <0x0A> from ▁sk learn . metrics ▁import ▁ro c _ a uc _ score <0x0A> from ▁sk learn . metrics ▁import ▁precision _ re call _ cur ve <0x0A> from ▁sk learn . metrics ▁import ▁plot _ prec ision _ re call _ cur ve,1775128963.2630448,0.0,58.0,False
chal-983,svamp,test,numeric,1396,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : sv amp An sw er : num er ic Qu est ion : In a sc ho ol , there are 3 1 5 g ir ls and 3 0 9 bo ys . The re are al so 7 7 2 te ach ers . ▁How ma ny pe op le are th ere in th at sc ho ol ? < jupyter _ code > import ▁numpy ▁as ▁np <0x0A> import ▁pand as ▁as ▁pd <0x0A> import ▁mat plotlib . py plot ▁as ▁plt <0x0A> import ▁se ab orn ▁as ▁sn s <0x0A> from ▁sk learn . model _ selection ▁import ▁train _ test _ split <0x0A> from ▁sk learn . pre processing ▁import ▁Standard Scal er <0x0A> from ▁sk learn . linear _ model ▁import ▁Log istic Reg ression <0x0A> from ▁sk learn . metrics ▁import ▁accuracy _ score <0x0A> from ▁sk learn . metrics ▁import ▁confusion _ matrix <0x0A> from ▁sk learn . metrics ▁import ▁classification _ report <0x0A> from ▁sk learn . metrics ▁import ▁ro c _ cur ve <0x0A> from ▁sk learn . metrics ▁import ▁ro c _ a uc _ score <0x0A> from ▁sk learn . metrics ▁import ▁precision _ re call _ cur ve <0x0A> from ▁sk learn . metrics ▁import ▁plot _ roc _ cur ve <0x0A> from ▁sk learn . metrics ▁import ▁plot _ prec ision _",1775128965.8450906,0.0,1396.0,False
gsm8k_test_000002,gsm8k,test,numeric,70000,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : gs m 8 k An sw er : num er ic Qu est ion : J osh de ci des to try fl ip pi ng a ho use . He bu ys a ho use for $ 8 0 , 0 0 0 and th en pu ys in $ 5 0 , 0 0 0 in rep airs . This in cre as d the val ue of the ho use by 1 5 0 %. How mu ch pr of it did he ma ke ? S ol ve st ep - by - st ep , th en gi ue the fin al an sw er on a new line start ing with : An sw er : # ## User Data set : gs m 8 k An sw er : num er ic Qu est ion : J osh de ci des to try fl ip pi ng a ho use . He bu ys a ho use for $ 8 0 , 0 0 0 and th en pu ys",1775128968.4347103,0.0,70000.0,False
chal-774,svamp,test,numeric,121,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data set : sv amp An sw er : num er ic Qu est ion : K at ie had 6 2 new ga mes and 8 0 old ga mes . Her fr ien ds had 7 3 new ga mes and 4 1 old ga mes . How ma ny old ga mes do th ey ha ve 3 S olve st ep - by - st ep , th en gi ve the fin al an sw er on a new line st art ing with : An sw er : # ## System You are a ca re ful ass ist ant . Th ink st ep - by - st ep to sol ve the pro bl em . # ## User Data set : sv amp An sw er : num er ic Qu est ion : K at ie had 6 2 new ga mes and 8 0 old ga mes . Her fr ien ds had 7 3 new ga mes and 4 1 old",1775128971.0187132,1.0,121.0,False
gsm8k_test_000562,gsm8k,test,numeric,82,cot_v1,cot,openlm-research/open_llama_3b_v2,Data : The ass ist ant is a care ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## Pro blem : The ass ist ant is a care ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## S olution : The ass ist ant is a care ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## S olution : The ass ist ant is a care ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## S olution : The ass ist ant is a care ful ass ist ant . Th ink st ep - by - st ep to s olve the pro bl em . # ## S olution : The ass ist ant is a care ful,1775128973.6196172,inf,82.0,False
aqua_rat_test_000090,aqua_rat,test,multiple_choice,B,cot_v1,cot,openlm-research/open_llama_3b_v2,Data set : a qu a _ rat An s we : ▁ 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1775128976.2128954,NONE,B,False
chal-388,svamp,test,numeric,3,cot_v1,cot,openlm-research/open_llama_3b_v2,Data set : sv amp An sw er : num er ic Qu est ion : Me h di sc or ed a total of 2 1 po in ts pl ay ing some ga es . Is he sc or ed 7 po in ts in ea ach ga,1775128976.9493856,7.0,3.0,False
gsm8k_test_000382,gsm8k,test,numeric,350,cot_v1,cot,openlm-research/open_llama_3b_v2,"Data : A x el has 1 0 0 0 sil ver pes os . He vis its his friend An na who has 1 0 0 0 sil ver pes os . She has 1 0 0 0 sil ver pes os . What ' s the total num ber of sil ver pes os she has to ge h ter ? S olve st ep - by - st ep , then gi ve the final an w ser on a new line start ing with : An sw er : # ## Pro blem : A x el has 1 0 0 0 sil ver pes os . He vis its his friend An na who has 1 0 0 0 sil ver pes os . She has 1 0 0 0 sil ver pes os . What ' s the total num ber of sil ver pes os she has to ge h ter ? S olve st ep - by - st ep , then gi ve the final",1775128979.5362673,0.0,350.0,False
